id,Gender_A,Age_A,Householdsize,MaritalStatus,Education_A,Paidwork,Income,total_friends,total_colleagues,total_neighbors,total_grandparents,total_parents,total_siblings,total_children,total_relatives,total_allgroups,visit,receive,dining,bar,cinema,recreation,vacation,shopping,visit_category,receive_category,dining_category,bar_category,cinema_category,recreation_category,vacation_category,shopping_category
321466,2.0,4.0,1.0,1.0,2.0,12.0,3.0,3.0,3.0,6.0,0.0,1.0,2.0,5.0,3.0,23.0,2.4287671232876713,0.42739726027397257,0.0410958904109589,0.0,0.0013698630136986301,0.5945205479452055,0.04931506849315068,0.01917808219178082,4,3,3,,,,,
321468,1.0,4.0,3.0,3.0,2.0,30.0,3.0,3.0,5.0,4.0,2.0,1.0,5.0,0.0,4.0,24.0,0.273972602739726,0.26575342465753427,0.02465753424657534,0.0027397260273972603,0.0,0.0027397260273972603,0.0,0.0027397260273972603,2,2,3,,,,,
321469,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,14.0,23.0,0.11369863013698629,0.2054794520547945,0.0410958904109589,0.0,0.0,0.0,0.0,0.00821917808219178,1,2,3,,,,,
321471,2.0,2.0,2.0,3.0,2.0,9.0,3.0,18.0,5.0,2.0,0.0,0.0,3.0,0.0,7.0,35.0,0.7547945205479452,0.4232876712328767,0.4561643835616438,0.4054794520547945,0.019178082191780823,0.015068493150684932,0.02602739726027397,0.0,3,3,4,,,,,
321472,2.0,2.0,2.0,2.0,2.0,15.0,2.0,7.0,10.0,5.0,1.0,2.0,1.0,0.0,7.0,33.0,0.9945205479452054,0.7643835616438356,0.005479452054794521,0.0,0.0,0.0,0.0,0.01643835616438356,3,3,2,,,,,
321473,2.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,0.0,15.0,32.0,0.9136986301369863,0.41232876712328764,0.05753424657534246,0.0,0.0,0.0,0.0027397260273972603,0.02465753424657534,3,3,3,,,,,
321475,1.0,2.0,3.0,3.0,2.0,40.0,4.0,11.0,6.0,2.0,2.0,0.0,1.0,2.0,6.0,30.0,0.03287671232876712,0.03287671232876712,0.00821917808219178,0.0013698630136986301,0.00821917808219178,0.0027397260273972603,0.0013698630136986301,0.00821917808219178,1,1,2,,,,,
321477,2.0,4.0,3.0,4.0,2.0,8.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,8.0,17.0,0.48219178082191777,0.4520547945205479,0.03561643835616438,0.01643835616438356,0.0,0.0,0.008219178082191782,0.2054794520547945,2,3,3,,,,,
321478,1.0,3.0,3.0,4.0,2.0,36.0,3.0,6.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,18.0,2.750684931506849,0.7890410958904109,0.06027397260273972,0.10136986301369862,0.024657534246575342,0.04657534246575342,0.0410958904109589,0.05205479452054794,4,3,3,,,,,
321479,2.0,1.0,2.0,2.0,2.0,40.0,3.0,9.0,2.0,4.0,2.0,3.0,3.0,0.0,21.0,44.0,0.821917808219178,0.26301369863013696,0.03561643835616438,0.03287671232876712,0.03287671232876712,0.0,0.0,0.0,3,2,3,,,,,
321480,1.0,4.0,3.0,4.0,3.0,40.0,5.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,13.0,1.484931506849315,1.2383561643835617,0.02465753424657534,0.0013698630136986301,0.00821917808219178,0.00821917808219178,0.0013698630136986301,0.0013698630136986301,4,4,3,,,,,
321481,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,13.0,5.0,10.0,34.0,0.5095890410958904,0.4095890410958904,0.0410958904109589,0.004109589041095891,0.0136986301369863,0.00821917808219178,0.0013698630136986301,0.01780821917808219,2,3,3,,,,,
321482,1.0,2.0,3.0,3.0,2.0,36.0,4.0,10.0,21.0,0.0,0.0,3.0,5.0,0.0,43.0,82.0,2.8712328767123285,1.6726027397260275,0.1547945205479452,0.03287671232876712,0.07123287671232877,0.44794520547945205,0.036986301369863014,0.06164383561643835,4,4,4,,,,,
321483,2.0,2.0,3.0,3.0,3.0,20.0,2.0,3.0,8.0,3.0,3.0,4.0,10.0,0.0,63.0,94.0,0.27671232876712326,0.2684931506849315,0.0013698630136986301,0.0,0.0,0.0,0.0,0.0013698630136986301,2,2,1,,,,,
321484,1.0,5.0,2.0,2.0,3.0,8.0,5.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,13.0,1.463013698630137,0.8794520547945205,0.6,0.0013698630136986301,0.03424657534246575,0.04931506849315068,0.02465753424657534,0.12465753424657533,4,3,4,,,,,
321485,1.0,2.0,2.0,2.0,2.0,40.0,3.0,2.0,8.0,5.0,1.0,3.0,4.0,0.0,14.0,37.0,0.3397260273972602,0.22465753424657534,0.00958904109589041,0.0013698630136986301,0.0,0.0,0.0,0.0,2,2,2,,,,,
321486,2.0,4.0,2.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,10.0,0.4027397260273972,0.5260273972602739,0.01095890410958904,0.0027397260273972603,0.0027397260273972603,0.004109589041095891,0.0027397260273972603,0.0027397260273972603,2,3,2,,,,,
321488,1.0,3.0,3.0,4.0,2.0,40.0,5.0,1.0,5.0,4.0,2.0,0.0,0.0,3.0,3.0,18.0,0.5095890410958904,0.31232876712328766,0.11369863013698629,0.0,0.0,0.10684931506849314,0.008219178082191782,0.2958904109589041,2,2,4,,,,,
321489,2.0,1.0,2.0,2.0,3.0,22.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,0.0,1.0,20.0,0.732876712328767,0.8123287671232876,0.010958904109589041,0.0,0.0,0.0,0.0,0.0,3,3,2,,,,,
321490,2.0,3.0,3.0,3.0,2.0,17.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,0.4643835616438356,0.4643835616438356,0.00821917808219178,0.0,0.00821917808219178,0.03287671232876712,0.0027397260273972603,0.39452054794520547,2,3,2,,,,,
321491,1.0,4.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,6.0,3.0,4.0,21.0,0.4931506849315068,1.6904109589041096,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,,,,,
321492,1.0,1.0,3.0,4.0,3.0,38.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321493,2.0,1.0,3.0,2.0,3.0,12.0,4.0,10.0,3.0,3.0,1.0,2.0,3.0,0.0,66.0,88.0,5.756164383561644,5.002739726027397,0.0547945205479452,0.5178082191780822,0.07123287671232877,0.27123287671232876,0.031506849315068496,0.012328767123287671,4,4,3,,,,,
321494,2.0,4.0,3.0,4.0,2.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,15.0,0.2410958904109589,0.2465753424657534,0.01917808219178082,0.0,0.0,0.0,0.0,0.0,2,2,3,,,,,
321495,2.0,3.0,3.0,3.0,3.0,10.0,1.0,4.0,0.0,2.0,0.0,2.0,8.0,2.0,0.0,18.0,0.07808219178082192,0.08904109589041095,0.021917808219178082,0.0,0.0,0.02054794520547945,0.0013698630136986301,0.00684931506849315,1,2,3,,,,,
321496,2.0,5.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,12.0,1.2082191780821918,0.6767123287671232,0.005479452054794521,0.0,0.005479452054794521,0.005479452054794521,0.005479452054794521,0.0027397260273972603,3,3,2,,,,,
321501,2.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.18219178082191778,0.18219178082191778,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,,,,,
321503,1.0,3.0,3.0,3.0,2.0,40.0,3.0,8.0,4.0,4.0,4.0,4.0,10.0,2.0,31.0,67.0,0.0410958904109589,0.021917808219178082,0.05753424657534246,0.01643835616438356,0.00684931506849315,0.010958904109589041,0.005479452054794521,0.00684931506849315,1,1,3,,,,,
321505,2.0,3.0,2.0,2.0,3.0,30.0,5.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,19.0,0.14246575342465753,0.0821917808219178,0.04931506849315068,0.0,0.010958904109589041,0.0027397260273972603,0.0,0.0,1,2,3,,,,,
321506,2.0,1.0,3.0,4.0,3.0,8.0,1.0,2.0,4.0,0.0,2.0,2.0,6.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13150684931506848,1,1,1,,,,,
321507,2.0,4.0,2.0,2.0,3.0,18.0,2.0,5.0,8.0,32.0,0.0,1.0,2.0,0.0,25.0,73.0,0.3972602739726027,0.2794520547945205,0.21506849315068494,0.02054794520547945,0.0273972602739726,0.035616438356164376,0.02054794520547945,0.00821917808219178,2,2,4,,,,,
321509,1.0,4.0,2.0,2.0,2.0,36.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,11.0,2.3808219178082193,1.643835616438356,0.11780821917808218,0.0,0.1643835616438356,0.0027397260273972603,0.010958904109589041,0.13150684931506848,4,4,4,,,,,
321510,2.0,2.0,3.0,4.0,2.0,30.0,3.0,6.0,2.0,8.0,2.0,4.0,1.0,0.0,30.0,53.0,1.5383561643835617,0.4931506849315068,0.016438356164383564,0.005479452054794521,0.008219178082191782,0.0,0.0,0.03013698630136986,4,3,2,,,,,
321512,2.0,2.0,2.0,2.0,3.0,36.0,4.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,5.0,17.0,1.6246575342465754,0.6575342465753424,0.4931506849315068,0.06575342465753424,0.03287671232876712,0.13150684931506848,0.00821917808219178,0.23013698630136986,4,3,4,,,,,
321514,1.0,4.0,2.0,4.0,2.0,40.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.056164383561643834,0.057534246575342465,0.01917808219178082,0.0,0.0,0.05205479452054794,0.0,0.0,1,1,3,,,,,
321515,2.0,3.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,0.3616438356164383,0.11506849315068493,0.0,0.0,0.0,0.0,0.0,0.00821917808219178,2,2,1,,,,,
321516,2.0,3.0,1.0,1.0,2.0,32.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,13.0,1.8630136986301369,1.5205479452054793,0.5301369863013699,0.42739726027397257,0.00821917808219178,0.0,0.0,0.0,4,4,4,,,,,
321517,2.0,2.0,3.0,3.0,2.0,24.0,3.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,0.0,18.0,0.8986301369863013,0.4684931506849315,0.0136986301369863,0.02328767123287671,0.009589041095890411,0.009589041095890411,0.009589041095890411,0.01780821917808219,3,3,2,,,,,
321518,1.0,4.0,3.0,4.0,2.0,40.0,4.0,6.0,10.0,3.0,0.0,0.0,0.0,3.0,19.0,41.0,5.2684931506849315,1.347945205479452,0.0410958904109589,0.0,0.02465753424657534,0.0,0.02465753424657534,0.1643835616438356,4,4,3,,,,,
321519,2.0,2.0,1.0,1.0,2.0,20.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,15.0,2.395890410958904,2.691780821917808,2.1520547945205477,0.4095890410958904,0.0273972602739726,0.3068493150684931,0.0917808219178082,0.4698630136986301,4,4,4,,,,,
321520,1.0,4.0,3.0,4.0,3.0,40.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,6.0,0.06575342465753424,0.07397260273972603,0.005479452054794521,0.0,0.0,0.0,0.0,0.0,1,2,2,,,,,
321521,1.0,3.0,1.0,1.0,2.0,0.0,2.0,7.0,5.0,4.0,0.0,1.0,2.0,0.0,5.0,24.0,0.6287671232876713,0.4178082191780822,0.04383561643835616,0.14520547945205478,0.0,0.0,0.0027397260273972603,0.01917808219178082,3,3,3,,,,,
321523,2.0,6.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,7.0,0.0,0.0,6.0,1.0,4.0,21.0,3.117808219178082,3.7753424657534245,0.0027397260273972603,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0,0.39452054794520547,4,4,2,,,,,
321524,2.0,3.0,2.0,2.0,2.0,40.0,4.0,7.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,17.0,0.06986301369863013,0.03972602739726027,0.056164383561643834,0.0,0.010958904109589041,0.0273972602739726,0.0,0.01643835616438356,1,1,3,,,,,
321525,1.0,2.0,2.0,2.0,3.0,40.0,5.0,3.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,13.0,0.13287671232876713,0.05205479452054794,0.010958904109589041,0.27123287671232876,0.0273972602739726,0.00821917808219178,0.0,0.00821917808219178,1,1,2,,,,,
321528,2.0,4.0,2.0,4.0,3.0,40.0,5.0,4.0,3.0,0.0,1.0,3.0,0.0,6.0,8.0,25.0,0.8602739726027396,0.7219178082191781,0.21095890410958903,0.00821917808219178,0.00821917808219178,0.1835616438356164,0.0,0.2328767123287671,3,3,4,,,,,
321530,1.0,2.0,2.0,2.0,2.0,40.0,4.0,12.0,3.0,2.0,0.0,4.0,2.0,0.0,10.0,33.0,0.12876712328767123,0.12876712328767123,0.03287671232876712,0.17260273972602738,0.0,0.0,0.005479452054794521,0.0,1,2,3,,,,,
321531,2.0,3.0,3.0,4.0,3.0,18.0,3.0,5.0,20.0,3.0,4.0,5.0,4.0,4.0,5.0,50.0,0.1643835616438356,0.04657534246575342,0.009589041095890411,0.008219178082191782,0.00684931506849315,0.0136986301369863,0.00684931506849315,0.021917808219178082,2,1,2,,,,,
321533,2.0,1.0,3.0,4.0,3.0,6.0,1.0,4.0,5.0,13.0,1.0,2.0,3.0,0.0,31.0,59.0,0.17260273972602738,0.2054794520547945,0.06027397260273972,0.005479452054794521,0.03835616438356164,1.0383561643835617,0.021917808219178082,0.2958904109589041,2,2,3,,,,,
321534,2.0,3.0,3.0,3.0,2.0,24.0,3.0,1.0,2.0,7.0,0.0,2.0,3.0,2.0,0.0,17.0,1.6657534246575343,1.3068493150684932,0.40273972602739727,0.0,0.0,0.0,0.0,0.0,4,4,4,,,,,
321536,2.0,1.0,3.0,2.0,3.0,12.0,1.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,10.0,20.0,1.332876712328767,0.8082191780821918,0.03150684931506849,0.05342465753424657,0.016438356164383564,0.0136986301369863,0.015068493150684932,0.03013698630136986,3,3,3,,,,,
321537,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.26301369863013696,0.26301369863013696,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.03424657534246575,2,2,2,,,,,
321538,2.0,3.0,1.0,1.0,2.0,36.0,4.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,9.0,0.13972602739726026,0.10684931506849314,0.01643835616438356,0.0,0.0,0.00821917808219178,0.0,0.00821917808219178,1,2,2,,,,,
321539,1.0,4.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,11.0,0.2876712328767123,0.01917808219178082,0.0,0.0,0.0,0.0,0.0,0.39452054794520547,2,1,1,,,,,
321540,2.0,4.0,2.0,4.0,2.0,0.0,4.0,6.0,0.0,3.0,0.0,1.0,5.0,1.0,7.0,23.0,0.558904109589041,1.2493150684931507,0.02191780821917808,0.0,0.0,1.0205479452054793,0.008219178082191782,0.0,3,4,3,,,,,
321541,2.0,4.0,1.0,1.0,3.0,38.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,12.0,0.6712328767123288,0.2904109589041096,0.02465753424657534,0.0,0.0,0.0,0.0,0.0027397260273972603,3,2,3,,,,,
321543,1.0,5.0,2.0,2.0,3.0,0.0,4.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0520547945205478,1.7424657534246575,0.1643835616438356,0.0,0.0,0.0,0.0,0.0,3,4,4,,,,,
321544,1.0,3.0,2.0,2.0,3.0,40.0,5.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0027397260273972603,0.0027397260273972603,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,1,1,1,,,,,
321545,1.0,2.0,1.0,1.0,3.0,36.0,4.0,19.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,27.0,0.26301369863013696,0.0,0.0136986301369863,1.2095890410958903,0.0,0.0,0.030136986301369864,0.0,2,1,2,,,,,
321546,1.0,2.0,3.0,3.0,3.0,36.0,4.0,12.0,12.0,2.0,2.0,4.0,5.0,0.0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321549,2.0,4.0,3.0,4.0,2.0,0.0,5.0,5.0,0.0,3.0,3.0,3.0,5.0,2.0,6.0,27.0,0.6657534246575342,0.6246575342465753,0.008219178082191782,0.0,0.0013698630136986301,0.0,0.004109589041095891,0.0410958904109589,3,3,2,,,,,
321551,2.0,1.0,3.0,4.0,3.0,32.0,1.0,2.0,5.0,0.0,1.0,2.0,3.0,0.0,6.0,19.0,1.0767123287671234,1.0767123287671234,0.024657534246575342,0.0136986301369863,0.015068493150684932,0.015068493150684932,0.015068493150684932,0.02328767123287671,3,3,3,,,,,
321552,1.0,1.0,2.0,2.0,2.0,36.0,4.0,4.0,1.0,1.0,3.0,6.0,4.0,0.0,4.0,23.0,1.4383561643835616,1.2054794520547945,0.11232876712328765,0.0,0.0,0.0,0.0013698630136986301,0.0,4,4,4,,,,,
321554,1.0,4.0,1.0,1.0,2.0,0.0,2.0,8.0,3.0,3.0,0.0,1.0,5.0,0.0,2.0,22.0,0.7945205479452054,0.5,0.049315068493150684,0.019178082191780823,0.0273972602739726,0.06986301369863013,0.02054794520547945,0.10273972602739724,3,3,3,,,,,
321555,2.0,4.0,3.0,4.0,3.0,24.0,3.0,8.0,4.0,6.0,0.0,0.0,10.0,4.0,10.0,42.0,1.4794520547945205,1.2205479452054795,0.010958904109589041,0.0,0.01780821917808219,0.00821917808219178,0.0,0.01917808219178082,4,4,2,,,,,
321556,2.0,3.0,3.0,3.0,3.0,40.0,4.0,18.0,20.0,8.0,1.0,2.0,1.0,1.0,9.0,60.0,0.0013698630136986301,0.0,0.03287671232876712,0.0,0.0,0.0,0.0,0.0,1,1,3,,,,,
321557,2.0,4.0,3.0,3.0,3.0,10.0,2.0,4.0,6.0,3.0,0.0,2.0,8.0,3.0,7.0,33.0,0.5150684931506849,0.40821917808219177,0.01917808219178082,0.0,0.0,0.0,0.0,0.39452054794520547,2,3,3,,,,,
321558,1.0,3.0,1.0,1.0,2.0,32.0,4.0,28.0,21.0,0.0,0.0,2.0,4.0,0.0,10.0,65.0,0.8273972602739725,0.0027397260273972603,0.0,0.0,0.00821917808219178,1.9232876712328766,0.0,0.0,3,1,1,,,,,
321559,1.0,3.0,2.0,2.0,2.0,40.0,5.0,4.0,3.0,6.0,0.0,2.0,2.0,0.0,10.0,27.0,0.2684931506849315,0.3410958904109589,0.14383561643835616,0.008219178082191782,0.008219178082191782,0.028767123287671233,0.008219178082191782,0.0410958904109589,2,3,4,,,,,
321560,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0191780821917809,0.02465753424657534,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,,,,,
321561,2.0,1.0,2.0,2.0,2.0,0.0,2.0,6.0,0.0,6.0,1.0,5.0,3.0,0.0,2.0,23.0,0.436986301369863,0.25342465753424653,0.026027397260273973,0.0,0.0,0.0,0.008219178082191782,0.0410958904109589,2,2,3,,,,,
321563,1.0,3.0,2.0,2.0,2.0,36.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,9.0,0.1328767123287671,0.22602739726027396,0.0136986301369863,0.010958904109589041,0.010958904109589041,0.010958904109589041,0.010958904109589041,0.012328767123287671,1,2,2,,,,,
321564,1.0,3.0,1.0,1.0,2.0,40.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.036986301369863014,0.036986301369863014,0.00821917808219178,0.0,0.0027397260273972603,0.0013698630136986301,0.0013698630136986301,0.01095890410958904,1,1,2,,,,,
321565,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,7.0,0.1506849315068493,0.0821917808219178,0.0013698630136986301,0.0,0.0,0.0,0.0,0.09863013698630137,1,2,1,,,,,
321566,1.0,2.0,3.0,3.0,3.0,40.0,4.0,0.0,2.0,2.0,0.0,3.0,4.0,2.0,5.0,18.0,0.558904109589041,0.6246575342465753,0.06301369863013698,0.0,0.0,0.14794520547945203,0.01917808219178082,0.01643835616438356,3,3,3,,,,,
321567,2.0,1.0,3.0,2.0,3.0,3.0,2.0,8.0,2.0,0.0,3.0,2.0,2.0,0.0,8.0,25.0,0.7150684931506849,0.07123287671232875,0.005479452054794521,0.02602739726027397,0.03835616438356164,0.13150684931506848,0.0,0.0027397260273972603,3,2,2,,,,,
321568,1.0,2.0,2.0,2.0,3.0,40.0,4.0,5.0,10.0,2.0,0.0,0.0,1.0,0.0,14.0,32.0,1.5342465753424657,1.5547945205479452,0.14383561643835616,0.045205479452054796,0.07534246575342465,1.0438356164383562,0.045205479452054796,0.038356164383561646,4,4,4,,,,,
321569,2.0,1.0,2.0,2.0,3.0,25.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.29863013698630136,0.13150684931506848,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,,,,,
321570,2.0,2.0,2.0,2.0,3.0,40.0,4.0,26.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,31.0,2.9301369863013695,2.665753424657534,0.7041095890410959,0.023287671232876714,0.0917808219178082,0.1917808219178082,0.03287671232876712,1.3547945205479452,4,4,4,,,,,
321572,1.0,4.0,3.0,4.0,3.0,40.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0164383561643837,1.0164383561643837,0.10410958904109589,0.0,0.00821917808219178,0.0136986301369863,0.00821917808219178,0.00821917808219178,3,3,4,,,,,
321573,2.0,3.0,3.0,4.0,2.0,32.0,4.0,10.0,20.0,7.0,2.0,1.0,6.0,1.0,20.0,67.0,0.0013698630136986301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321574,1.0,4.0,1.0,1.0,3.0,24.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,12.0,0.10547945205479452,0.10547945205479452,0.005479452054794521,0.005479452054794521,0.005479452054794521,0.005479452054794521,0.005479452054794521,0.00684931506849315,1,2,2,,,,,
321575,2.0,2.0,3.0,3.0,2.0,18.0,2.0,1.0,2.0,8.0,2.0,1.0,0.0,1.0,16.0,31.0,0.6410958904109589,0.1095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,,,,,
321576,1.0,4.0,3.0,4.0,2.0,40.0,5.0,4.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321577,1.0,3.0,2.0,2.0,2.0,38.0,3.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,10.0,0.8547945205479451,0.3301369863013698,0.02602739726027397,0.0027397260273972603,0.0013698630136986301,0.012328767123287671,0.0013698630136986301,0.0013698630136986301,3,2,3,,,,,
321578,2.0,3.0,3.0,4.0,3.0,30.0,3.0,10.0,21.0,8.0,3.0,3.0,4.0,2.0,2.0,53.0,3.0136986301369864,2.276712328767123,0.0684931506849315,0.0,0.0,0.050684931506849315,0.0273972602739726,0.2657534246575342,4,4,3,,,,,
321579,1.0,3.0,3.0,3.0,3.0,36.0,3.0,10.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,2.271232876712329,1.4438356164383561,0.06575342465753424,0.0,0.0,0.0,0.010958904109589041,0.06575342465753424,4,4,3,,,,,
321580,2.0,4.0,1.0,1.0,2.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.24794520547945204,0.21780821917808216,0.02328767123287671,0.008219178082191782,0.01780821917808219,0.03013698630136986,0.010958904109589041,0.02876712328767123,2,2,3,,,,,
321581,2.0,4.0,3.0,4.0,2.0,15.0,2.0,6.0,3.0,9.0,2.0,2.0,8.0,1.0,1.0,32.0,1.8986301369863012,1.6671232876712327,0.012328767123287671,0.0,0.0,0.0,0.0,0.0,4,4,2,,,,,
321582,1.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.14794520547945203,0.136986301369863,0.010958904109589041,0.0027397260273972603,0.0027397260273972603,0.03287671232876712,0.00821917808219178,0.00821917808219178,1,2,2,,,,,
321583,1.0,4.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.2958904109589041,0.03287671232876712,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,,,,,
321584,1.0,3.0,3.0,4.0,2.0,36.0,5.0,2.0,5.0,6.0,0.0,2.0,0.0,2.0,4.0,21.0,2.517808219178082,2.336986301369863,0.1095890410958904,0.01643835616438356,0.0,0.05205479452054794,0.016438356164383564,0.07123287671232875,4,4,4,,,,,
321585,2.0,4.0,2.0,2.0,2.0,25.0,5.0,2.0,10.0,7.0,0.0,0.0,1.0,0.0,8.0,28.0,0.12876712328767123,0.028767123287671233,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321586,2.0,3.0,3.0,3.0,2.0,40.0,3.0,2.0,2.0,3.0,2.0,5.0,8.0,3.0,21.0,46.0,1.2493150684931507,1.0520547945205478,0.07123287671232877,0.0,0.0,0.0,0.0,0.0,3,3,3,,,,,
321588,1.0,4.0,2.0,2.0,3.0,40.0,5.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,20.0,0.7424657534246575,0.32602739726027397,0.13424657534246573,0.01643835616438356,0.01643835616438356,0.06575342465753424,0.0027397260273972603,0.06575342465753424,3,2,4,,,,,
321589,2.0,4.0,2.0,2.0,2.0,24.0,3.0,2.0,5.0,3.0,0.0,1.0,1.0,2.0,1.0,15.0,1.7315068493150685,2.3424657534246576,0.20273972602739726,0.0027397260273972603,0.00958904109589041,0.01643835616438356,0.0136986301369863,0.19863013698630136,4,4,4,,,,,
321590,1.0,4.0,1.0,1.0,2.0,0.0,2.0,10.0,0.0,8.0,0.0,1.0,2.0,2.0,4.0,27.0,0.9616438356164383,0.3410958904109589,0.012328767123287671,1.4150684931506847,0.010958904109589041,0.010958904109589041,0.010958904109589041,0.010958904109589041,3,3,2,,,,,
321591,2.0,1.0,3.0,4.0,2.0,10.0,2.0,2.0,21.0,0.0,2.0,4.0,3.0,0.0,5.0,37.0,0.1561643835616438,0.17260273972602738,0.01643835616438356,0.0,0.0,0.0,0.0,0.0,1,2,2,,,,,
321593,1.0,4.0,2.0,2.0,2.0,24.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,12.0,1.0520547945205478,2.150684931506849,1.117808219178082,0.4671232876712329,0.347945205479452,0.4684931506849315,0.17945205479452053,0.40547945205479446,3,4,4,,,,,
321594,1.0,4.0,1.0,1.0,3.0,38.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,0.0136986301369863,0.00821917808219178,0.008219178082191782,0.0,0.0,0.00821917808219178,0.0027397260273972603,0.00821917808219178,1,1,2,,,,,
