id,id_contact,Gender_ego,Age_ego,Householdsize,MaritalStatus,Education_ego,Income,Age_diff,Edu_diff,Gender_diff,Duration,Distance,Socialcategory,Visit,Hosting,Dining,Bar,Cinema,Recreation,Vacation,Shopping,Paidwork,gender_alter,age_alter,education_alter
321391,n,1,2,3,4,1,3,1,0,-1,3,1,7,never,very_high,very_low,never,never,never,very_low,very_low,s2_8_36,2,1,1
321391,v,1,2,3,4,1,3,0,-1,0,3,3,8,very_low,never,never,never,never,never,never,never,s2_8_36,1,2,2
321391,w,1,2,3,4,1,3,0,-1,-1,3,3,8,very_low,never,never,never,never,never,never,never,s2_8_36,2,2,2
321391,x,1,2,3,4,1,3,0,-1,0,3,3,8,very_low,never,never,never,never,never,never,never,s2_8_36,1,2,2
321391,y,1,2,3,4,1,3,0,-1,-1,3,3,8,very_low,never,never,never,never,never,never,never,s2_8_36,2,2,2
321392,1,2,1,2,2,2,3,0,0,0,1,3,1,never,never,very_low,low,never,never,never,very_low,s3_36_up,2,1,2
321392,2,2,1,2,2,2,3,0,0,0,1,3,1,never,never,very_low,never,never,never,never,very_low,s3_36_up,2,1,2
321392,3,2,1,2,2,2,3,0,0,0,1,3,1,never,never,very_low,never,never,never,never,very_low,s3_36_up,2,1,2
321392,4,2,1,2,2,2,3,0,0,0,2,3,1,low,low,very_low,never,never,never,never,very_low,s3_36_up,2,1,2
321392,5,2,1,2,2,2,3,0,0,1,1,1,1,very_high,very_high,low,low,low,low,very_low,low,s3_36_up,1,1,2
321392,6,2,1,2,2,2,3,0,0,1,1,3,1,low,low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321392,7,2,1,2,2,2,3,0,0,1,1,4,1,low,low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321392,8,2,1,2,2,2,3,0,0,1,2,4,1,very_low,never,never,very_low,never,never,never,never,s3_36_up,1,1,2
321392,9,2,1,2,2,2,3,0,0,1,2,4,1,never,never,never,very_low,never,never,never,never,s3_36_up,1,1,2
321392,Art,2,1,2,2,2,3,-2,0,1,1,4,5,low,never,never,never,never,never,never,never,s3_36_up,1,3,2
321392,Hea,2,1,2,2,2,3,-3,1,0,1,4,5,low,never,never,never,never,never,never,never,s3_36_up,2,4,1
321392,Syl,2,1,2,2,2,3,-2,1,0,1,3,5,low,very_low,never,never,never,never,never,never,s3_36_up,2,3,1
321392,jo,2,1,2,2,2,3,0,0,0,3,4,6,low,low,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,2,1,2
321392,m,2,1,2,2,2,3,0,0,1,1,3,6,very_low,very_low,never,never,never,never,never,never,s3_36_up,1,1,2
321392,mam,2,1,2,2,2,3,-1,0,0,3,4,5,low,low,never,never,never,never,never,very_low,s3_36_up,2,2,2
321392,mel,2,1,2,2,2,3,0,0,0,1,5,6,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,1,2
321392,oma,2,1,2,2,2,3,-3,1,0,3,4,4,very_low,never,never,never,never,never,never,never,s3_36_up,2,4,1
321392,pap,2,1,2,2,2,3,-2,0,1,3,4,5,low,low,never,never,never,never,never,very_low,s3_36_up,1,3,2
321396,Emyl,2,4,1,1,1,2,2,0,1,3,3,7,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,1,2,1
321396,Gabie,2,4,1,1,1,2,2,0,0,3,4,7,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,2,1
321396,Marie,2,4,1,1,1,2,0,-1,0,3,4,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,4,2
321399,Esta,2,4,2,2,1,2,3,-1,0,3,3,7,low,low,very_low,never,never,never,very_low,never,s1_below_8,2,1,2
321399,Hilly,2,4,2,2,1,2,1,-1,0,3,2,1,low,very_low,never,never,never,never,never,never,s1_below_8,2,3,2
321399,Loes,2,4,2,2,1,2,1,0,0,3,2,6,low,very_low,very_low,never,never,never,very_low,never,s1_below_8,2,3,1
321399,Roos,2,4,2,2,1,2,2,-1,0,2,1,3,never,never,never,never,never,never,never,never,s1_below_8,2,2,2
321399,Roy,2,4,2,2,1,2,3,-1,1,3,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,1,2
321399,Wendy,2,4,2,2,1,2,2,-1,0,3,2,7,high,low,very_low,never,never,never,very_low,never,s1_below_8,2,2,2
321399,Yvon,2,4,2,2,1,2,1,0,0,3,2,6,low,very_low,very_low,never,never,never,very_low,never,s1_below_8,2,3,1
321399,rena,2,4,2,2,1,2,2,-1,0,3,2,8,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,2,2,2
321400,dirkje,2,3,3,4,1,2,-1,-1,0,3,1,5,high,never,never,never,never,never,never,never,s2_8_36,2,4,2
321400,joke,2,3,3,4,1,2,0,-1,0,2,2,2,low,never,never,never,never,never,never,never,s2_8_36,2,3,2
321400,kerk,2,3,3,4,1,2,0,-1,0,1,2,1,low,low,never,never,never,never,never,never,s2_8_36,2,3,2
321400,marion,2,3,3,4,1,2,2,-1,0,3,1,1,never,high,never,never,never,never,very_low,low,s2_8_36,2,1,2
321400,marry,2,3,3,4,1,2,0,-1,0,3,2,1,low,never,never,never,never,low,never,never,s2_8_36,2,3,2
321401,a,2,2,2,2,2,2,0,0,0,3,3,1,low,low,low,never,never,never,never,never,s1_below_8,2,2,2
321401,d,2,2,2,2,2,2,0,0,0,2,1,3,never,never,never,never,never,never,never,never,s1_below_8,2,2,2
321401,g,2,2,2,2,2,2,-1,0,1,3,2,6,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,3,2
321401,h,2,2,2,2,2,2,-1,0,0,3,5,6,low,very_low,never,never,never,never,never,never,s1_below_8,2,3,2
321401,j,2,2,2,2,2,2,-1,0,1,3,5,6,low,very_low,never,never,never,never,never,never,s1_below_8,1,3,2
321401,m,2,2,2,2,2,2,0,0,1,2,2,3,high,high,never,never,never,never,never,never,s1_below_8,1,2,2
321401,r,2,2,2,2,2,2,-1,0,0,3,5,6,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,3,2
321401,s,2,2,2,2,2,2,0,0,0,2,2,1,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,2,2,2
321401,v,2,2,2,2,2,2,-2,1,0,3,3,5,low,never,never,never,never,never,never,never,s1_below_8,2,4,1
321403,Ben,1,1,2,2,2,4,0,0,0,3,4,6,low,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321403,E,1,1,2,2,2,4,-1,0,0,1,3,2,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,1,2,2
321403,Hen,1,1,2,2,2,4,-2,0,0,1,2,1,high,very_low,very_low,never,never,never,never,never,s3_36_up,1,3,2
321403,Iv,1,1,2,2,2,4,0,1,0,3,4,1,very_low,very_low,never,very_low,never,never,never,never,s3_36_up,1,1,1
321403,Ja,1,1,2,2,2,4,0,0,0,1,2,1,high,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321403,Jef,1,1,2,2,2,4,0,0,0,2,5,1,very_low,very_low,very_low,very_low,never,never,never,never,s3_36_up,1,1,2
321403,Jer,1,1,2,2,2,4,0,0,0,3,4,3,low,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321403,Ji,1,1,2,2,2,4,0,0,0,3,4,8,low,very_low,never,never,never,never,never,never,s3_36_up,1,1,2
321403,Jim,1,1,2,2,2,4,0,1,0,3,4,1,low,very_low,never,never,never,never,never,never,s3_36_up,1,1,1
321403,Jo,1,1,2,2,2,4,0,0,0,3,4,1,very_low,very_low,very_low,very_low,never,never,never,never,s3_36_up,1,1,2
321403,Joe,1,1,2,2,2,4,0,0,0,1,4,2,never,never,very_low,never,never,never,never,never,s3_36_up,1,1,2
321403,Jor,1,1,2,2,2,4,0,0,0,1,4,6,high,low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321403,Kris,1,1,2,2,2,4,0,0,-1,2,4,6,low,very_low,very_low,never,never,never,never,never,s3_36_up,2,1,2
321403,Le,1,1,2,2,2,4,0,1,0,1,4,8,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,1
321403,Ma,1,1,2,2,2,4,-2,0,-1,3,4,5,low,very_low,very_low,never,never,never,never,never,s3_36_up,2,3,2
321403,Maa,1,1,2,2,2,4,0,0,-1,1,1,1,very_high,very_high,low,low,very_low,very_low,very_low,low,s3_36_up,2,1,2
321403,Man,1,1,2,2,2,4,0,0,-1,2,4,3,low,very_low,very_low,never,never,never,never,never,s3_36_up,2,1,2
321403,Mar,1,1,2,2,2,4,0,0,-1,1,4,4,very_low,very_low,very_low,very_high,never,never,never,never,s3_36_up,2,1,2
321403,Mel,1,1,2,2,2,4,0,0,-1,1,4,1,low,low,low,very_low,never,never,never,never,s3_36_up,2,1,2
321403,Oma,1,1,2,2,2,4,-3,1,-1,3,4,4,low,very_low,very_low,never,never,never,never,never,s3_36_up,2,4,1
321403,Oma2,1,1,2,2,2,4,-3,1,-1,1,4,4,low,very_low,very_low,never,never,never,never,never,s3_36_up,2,4,1
321403,Opa,1,1,2,2,2,4,-3,1,0,1,4,4,low,very_low,very_low,never,never,never,never,never,s3_36_up,1,4,1
321403,Pa,1,1,2,2,2,4,-2,1,0,3,4,5,low,very_low,very_low,never,never,never,never,never,s3_36_up,1,3,1
321403,Pie,1,1,2,2,2,4,-1,0,0,1,3,2,never,never,very_low,never,never,never,never,never,s3_36_up,1,2,2
321403,Ren,1,1,2,2,2,4,0,0,0,3,4,1,very_low,very_low,very_low,very_low,never,never,never,never,s3_36_up,1,1,2
321403,Rin,1,1,2,2,2,4,0,0,0,3,4,1,very_low,very_low,very_low,very_low,never,never,never,never,s3_36_up,1,1,2
321403,Ron,1,1,2,2,2,4,0,0,0,3,4,6,low,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321403,San,1,1,2,2,2,4,0,0,0,3,4,1,very_low,very_low,very_low,very_low,never,never,never,never,s3_36_up,1,1,2
321403,Seb,1,1,2,2,2,4,0,0,0,3,4,1,very_low,very_low,very_low,very_low,never,never,never,never,s3_36_up,1,1,2
321403,Sjo,1,1,2,2,2,4,0,0,0,3,4,1,very_low,very_low,very_low,very_low,never,never,never,never,s3_36_up,1,1,2
321403,Sma,1,1,2,2,2,4,-2,0,-1,1,4,5,high,low,low,never,very_low,never,never,never,s3_36_up,2,3,2
321403,Spa,1,1,2,2,2,4,-2,0,0,1,4,5,high,low,very_low,never,very_low,never,never,never,s3_36_up,1,3,2
321403,Wi,1,1,2,2,2,4,0,0,0,3,4,1,very_low,very_low,never,very_low,never,never,never,never,s3_36_up,1,1,2
321403,Wil,1,1,2,2,2,4,-1,0,0,1,3,2,never,never,very_low,never,never,never,never,never,s3_36_up,1,2,2
321403,Zo,1,1,2,2,2,4,0,0,-1,2,4,1,low,very_low,never,never,never,never,never,never,s3_36_up,2,1,2
321404,Bart haan,1,2,3,3,2,4,0,0,0,3,2,1,never,never,never,never,never,never,never,never,s3_36_up,1,2,2
321404,Carl hees,1,2,3,3,2,4,0,0,0,3,1,1,never,never,never,never,never,never,never,never,s3_36_up,1,2,2
321404,Fons geev,1,2,3,3,2,4,0,0,0,3,2,1,never,never,never,never,never,never,never,never,s3_36_up,1,2,2
321404,Gerard van,1,2,3,3,2,4,1,0,0,3,2,1,never,never,never,never,never,never,never,never,s3_36_up,1,1,2
321404,Lucas hou,1,2,3,3,2,4,1,0,0,3,1,1,never,never,never,never,never,never,never,never,s3_36_up,1,1,2
321404,Martijn v,1,2,3,3,2,4,0,0,0,3,1,1,never,never,never,never,never,never,never,never,s3_36_up,1,2,2
321404,Nol Vd br,1,2,3,3,2,4,-1,0,0,3,3,1,never,never,never,never,never,never,never,never,s3_36_up,1,3,2
321404,Pierre ge,1,2,3,3,2,4,-1,0,0,3,2,1,never,never,never,never,never,never,never,never,s3_36_up,1,3,2
321404,Roel caer,1,2,3,3,2,4,0,0,0,3,2,1,never,never,never,never,never,never,never,never,s3_36_up,1,2,2
321404,Teun haeg,1,2,3,3,2,4,0,0,0,3,2,1,never,never,never,never,never,never,never,never,s3_36_up,1,2,2
321406,nvt,2,2,3,3,1,3,-1,-1,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,2,3,2
321407,1,1,3,3,4,2,4,1,0,-1,2,2,5,very_low,high,high,never,never,never,never,never,s3_36_up,2,2,2
321407,2,1,3,3,4,2,4,0,0,0,3,1,6,low,low,high,never,never,never,never,never,s3_36_up,1,3,2
321407,3,1,3,3,4,2,4,0,0,-1,3,1,3,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,3,2
321407,4,1,3,3,4,2,4,0,0,0,3,1,3,never,never,never,never,never,never,never,never,s3_36_up,1,3,2
321407,Anja,1,3,3,4,2,4,0,0,-1,3,3,1,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,2,3,2
321407,Gardie,1,3,3,4,2,4,0,0,-1,3,2,1,high,high,very_low,never,never,very_low,very_low,never,s3_36_up,2,3,2
321407,Jo,1,3,3,4,2,4,0,0,0,3,2,1,low,low,very_low,never,never,very_low,very_low,never,s3_36_up,1,3,2
321407,Jolanda,1,3,3,4,2,4,1,0,-1,3,2,1,low,low,very_low,never,never,never,never,never,s3_36_up,2,2,2
321407,Lerau,1,3,3,4,2,4,1,0,0,1,2,1,low,low,very_low,never,never,never,never,never,s3_36_up,1,2,2
321407,Lisette,1,3,3,4,2,4,0,0,-1,2,3,1,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,2,3,2
321407,Richard,1,3,3,4,2,4,0,0,0,3,3,1,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,1,3,2
321408,1,1,1,3,3,1,3,-1,-1,0,2,3,4,very_low,very_low,low,very_high,high,high,never,high,s3_36_up,1,2,2
321408,2,1,1,3,3,1,3,0,-1,-1,2,3,3,very_low,very_low,low,high,very_high,high,never,high,s3_36_up,2,1,2
321408,3,1,1,3,3,1,3,0,0,-1,2,1,2,very_low,very_low,high,high,low,high,never,low,s3_36_up,2,1,1
321408,4,1,1,3,3,1,3,-1,-1,-1,2,1,3,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,2,2
321409,dinie,2,4,1,1,1,2,1,0,0,2,1,3,very_low,very_high,never,never,never,never,never,never,s1_below_8,2,3,1
321409,els,2,4,1,1,1,2,1,0,0,3,3,6,low,low,very_low,never,never,never,never,very_low,s1_below_8,2,3,1
321409,hennie,2,4,1,1,1,2,0,0,0,3,3,1,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,2,4,1
321409,ludwig,2,4,1,1,1,2,0,-1,1,3,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,4,2
321409,tim,2,4,1,1,1,2,3,-1,1,3,2,7,very_low,high,never,never,never,never,never,never,s1_below_8,1,1,2
321410,Arjan,2,1,1,1,1,4,0,-1,1,2,2,1,low,low,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,1,1,2
321410,Demi,2,1,1,1,1,4,0,0,0,1,2,1,low,low,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,2,1,1
321410,Gwen,2,1,1,1,1,4,0,-1,0,1,2,1,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,2,1,2
321410,Nick,2,1,1,1,1,4,0,0,1,2,1,1,high,high,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,1,1,1
321410,Stephanie,2,1,1,1,1,4,0,-1,0,2,1,1,high,high,low,low,low,low,very_low,low,s3_36_up,2,1,2
321412,A,1,2,2,2,1,2,0,0,-1,2,1,1,very_high,very_high,very_low,very_low,very_low,very_low,very_low,low,s1_below_8,2,2,1
321412,Bu,1,2,2,2,1,2,-1,0,0,1,1,3,high,high,very_low,very_low,very_low,never,never,never,s1_below_8,1,3,1
321412,M,1,2,2,2,1,2,-1,0,-1,3,1,5,high,never,never,never,never,never,never,never,s1_below_8,2,3,1
321412,O,1,2,2,2,1,2,-2,0,-1,3,2,4,low,very_low,never,never,never,never,never,never,s1_below_8,2,4,1
321412,P,1,2,2,2,1,2,-1,0,0,3,3,5,high,never,never,never,never,never,never,never,s1_below_8,1,3,1
321412,Z,1,2,2,2,1,2,0,0,-1,3,2,6,low,low,never,never,never,never,never,never,s1_below_8,2,2,1
321416,Brian,2,1,2,2,1,2,0,0,1,1,1,3,very_low,high,very_low,never,never,never,never,never,s1_below_8,1,1,1
321416,Chris,2,1,2,2,1,2,0,-1,1,3,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,1,2
321416,Diana,2,1,2,2,1,2,0,-1,0,2,3,1,very_low,low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,1,2
321416,Evert,2,1,2,2,1,2,-2,0,1,1,1,3,very_low,high,very_low,never,never,never,never,never,s1_below_8,1,3,1
321416,Harma,2,1,2,2,1,2,-1,0,0,3,2,5,high,high,never,never,never,never,never,high,s1_below_8,2,2,1
321416,Hillie,2,1,2,2,1,2,-2,0,0,1,4,5,low,low,never,never,never,never,never,never,s1_below_8,2,3,1
321416,Kip,2,1,2,2,1,2,-1,0,1,3,3,8,low,low,never,never,never,never,never,never,s1_below_8,1,2,1
321416,Larissa,2,1,2,2,1,2,0,0,0,1,3,2,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,1,1
321416,Laura,2,1,2,2,1,2,-1,-1,0,1,4,5,low,very_low,very_low,never,never,never,very_low,low,s1_below_8,2,2,2
321416,Leone,2,1,2,2,1,2,-1,0,0,2,3,8,low,low,never,never,never,never,never,never,s1_below_8,2,2,1
321416,Mattheus,2,1,2,2,1,2,-1,-1,1,3,4,5,low,low,very_low,never,never,never,never,very_low,s1_below_8,1,2,2
321416,Megan,2,1,2,2,1,2,0,-1,0,1,3,1,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,1,2
321416,Naomi,2,1,2,2,1,2,0,0,0,1,1,3,high,high,very_low,never,never,never,never,never,s1_below_8,2,1,1
321416,Pieter,2,1,2,2,1,2,-2,0,1,1,4,5,low,very_low,very_low,never,never,never,never,never,s1_below_8,1,3,1
321416,Robert,2,1,2,2,1,2,-1,0,1,2,2,5,high,high,never,never,never,never,never,high,s1_below_8,1,2,1
321416,Sheila,2,1,2,2,1,2,0,-1,0,3,3,8,low,low,never,never,never,never,never,never,s1_below_8,2,1,2
321416,Stephanie,2,1,2,2,1,2,-1,0,0,1,3,2,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,2,1
321416,Suze,2,1,2,2,1,2,0,-1,0,1,3,1,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,1,2
321416,Sylvia,2,1,2,2,1,2,0,0,0,3,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,1,1
321416,Wietske,2,1,2,2,1,2,0,-1,0,3,3,1,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,1,2
321416,Wubbo,2,1,2,2,1,2,-1,0,1,1,1,3,high,high,very_low,never,never,never,never,never,s1_below_8,1,2,1
321418,1,2,2,3,4,1,2,-1,0,1,3,2,5,low,low,low,never,very_high,very_high,high,high,s2_8_36,1,3,1
321418,2,2,2,3,4,1,2,0,0,0,3,2,5,high,low,high,high,high,very_high,high,very_high,s2_8_36,2,2,1
321418,3,2,2,3,4,1,2,1,0,1,3,2,6,low,low,high,never,never,never,never,never,s2_8_36,1,1,1
321418,4,2,2,3,4,1,2,-1,0,0,3,2,6,low,low,never,never,never,never,never,never,s2_8_36,2,3,1
321419,karina,1,3,1,1,1,3,-1,0,-1,3,2,4,very_low,high,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,4,1
321419,kimo,1,3,1,1,1,3,1,0,0,3,3,3,low,low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,1,2,1
321419,lyda,1,3,1,1,1,3,-1,0,-1,3,1,3,low,low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,4,1
321419,marja,1,3,1,1,1,3,0,0,-1,2,3,1,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,3,1
321419,olga,1,3,1,1,1,3,-1,0,-1,3,2,6,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,4,1
321419,wilma,1,3,1,1,1,3,0,0,-1,1,4,1,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s1_below_8,2,3,1
321420,d,2,2,3,3,1,5,-2,-1,0,3,5,4,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,4,2
321420,g,2,2,3,3,1,5,0,-1,1,2,4,2,very_low,very_low,never,never,never,never,never,never,s3_36_up,1,2,2
321420,j,2,2,3,3,1,5,-2,-1,1,3,5,4,very_low,very_low,never,never,never,never,never,never,s3_36_up,1,4,2
321420,r,2,2,3,3,1,5,0,-1,0,3,5,1,very_low,very_low,never,never,never,never,very_low,very_low,s3_36_up,2,2,2
321420,t,2,2,3,3,1,5,0,-1,0,1,1,3,never,never,never,never,never,never,never,never,s3_36_up,2,2,2
321421,1,1,2,3,3,1,4,0,0,0,1,2,4,low,high,never,never,never,never,never,never,s3_36_up,1,2,1
321421,10,1,2,3,3,1,4,0,0,-1,2,3,1,low,never,never,never,never,never,never,never,s3_36_up,2,2,1
321421,2,1,2,3,3,1,4,-2,0,-1,1,1,4,low,high,never,never,never,never,never,never,s3_36_up,2,4,1
321421,3,1,2,3,3,1,4,-1,0,-1,2,2,4,low,never,never,never,never,never,never,never,s3_36_up,2,3,1
321421,4,1,2,3,3,1,4,0,0,0,2,2,3,low,never,never,never,never,never,never,never,s3_36_up,1,2,1
321421,5,1,2,3,3,1,4,0,0,0,2,3,1,very_low,never,never,never,never,never,never,never,s3_36_up,1,2,1
321421,6,1,2,3,3,1,4,0,0,-1,2,3,1,low,never,never,never,never,never,never,never,s3_36_up,2,2,1
321421,7,1,2,3,3,1,4,0,0,-1,2,3,1,low,never,never,never,never,never,never,never,s3_36_up,2,2,1
321421,8,1,2,3,3,1,4,0,0,-1,1,3,1,low,never,never,never,never,never,never,never,s3_36_up,2,2,1
321421,9,1,2,3,3,1,4,0,0,-1,2,3,1,very_low,never,never,never,never,never,never,never,s3_36_up,2,2,1
321422,Arjan,1,2,3,3,2,4,0,0,0,2,3,2,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Christian,1,2,3,3,2,4,1,0,0,3,2,6,high,high,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,1,1,2
321422,Erik,1,2,3,3,2,4,0,0,0,1,2,1,low,low,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Felien,1,2,3,3,2,4,1,1,-1,1,1,7,very_high,very_high,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,2,1,1
321422,Gerard,1,2,3,3,2,4,-2,0,0,3,2,4,high,high,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,1,4,2
321422,Gerrie,1,2,3,3,2,4,-2,0,-1,3,4,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,2,4,2
321422,Hans,1,2,3,3,2,4,-2,0,0,3,4,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,1,4,2
321422,Jan,1,2,3,3,2,4,0,0,0,2,2,2,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Jeroen,1,2,3,3,2,4,0,0,0,3,1,2,high,high,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,John,1,2,3,3,2,4,-1,0,0,2,2,4,high,high,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,1,3,2
321422,Matthijs,1,2,3,3,2,4,0,0,0,3,2,1,low,low,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Nardy,1,2,3,3,2,4,-1,0,-1,2,2,4,high,high,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,2,3,2
321422,Riet,1,2,3,3,2,4,-2,0,-1,3,2,4,high,high,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,2,4,2
321422,Rony,1,2,3,3,2,4,1,0,-1,2,2,6,high,high,very_low,very_low,very_low,very_low,very_low,very_low,s3_36_up,2,1,2
321422,Roy,1,2,3,3,2,4,0,0,0,3,2,1,low,low,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Ruud,1,2,3,3,2,4,0,0,0,3,2,1,low,low,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Tim K,1,2,3,3,2,4,0,0,0,3,2,1,low,low,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Tim M,1,2,3,3,2,4,0,0,0,3,2,1,low,low,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Tom L,1,2,3,3,2,4,0,0,0,3,2,1,high,high,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Tom V,1,2,3,3,2,4,0,0,0,3,2,1,low,low,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321422,Wouter,1,2,3,3,2,4,0,0,0,3,2,1,low,low,very_low,low,very_low,very_low,very_low,very_low,s3_36_up,1,2,2
321424,Annie,2,3,1,1,1,2,0,0,0,1,1,2,never,low,never,never,never,never,never,never,s2_8_36,2,3,1
321424,Jeanne,2,3,1,1,1,2,0,0,0,1,2,1,never,low,never,never,never,never,never,never,s2_8_36,2,3,1
321424,Mike,2,3,1,1,1,2,1,0,1,2,1,2,never,low,never,never,never,never,never,never,s2_8_36,1,2,1
321424,Patrick,2,3,1,1,1,2,1,-1,1,3,2,6,never,very_low,never,never,never,never,never,never,s2_8_36,1,2,2
321424,annie,2,3,1,1,1,2,-1,0,0,3,1,5,low,high,low,never,never,never,never,never,s2_8_36,2,4,1
321424,kamil,2,3,1,1,1,2,2,0,1,1,2,2,never,low,never,never,never,never,never,never,s2_8_36,1,1,1
321424,patrick,2,3,1,1,1,2,1,-1,1,2,1,3,very_low,never,never,never,never,never,never,never,s2_8_36,1,2,2
321428,Danielle,1,1,3,3,2,3,0,1,-1,1,1,3,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,1,1
321428,Erik,1,1,3,3,2,3,-1,0,0,3,4,6,very_low,very_low,never,never,never,never,never,never,s3_36_up,1,2,2
321428,Harald,1,1,3,3,2,3,0,0,0,1,2,2,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321428,Jelcin,1,1,3,3,2,3,-1,0,0,1,1,3,very_low,very_low,never,never,never,never,never,never,s3_36_up,1,2,2
321428,Jelmer,1,1,3,3,2,3,0,0,0,3,4,8,very_low,never,never,never,never,never,never,never,s3_36_up,1,1,2
321428,Jochem,1,1,3,3,2,3,0,0,0,1,2,2,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,2
321428,Johan,1,1,3,3,2,3,0,0,0,1,2,1,low,low,never,never,never,never,never,never,s3_36_up,1,1,2
321428,Kees,1,1,3,3,2,3,0,0,0,1,2,1,low,low,never,never,never,never,never,never,s3_36_up,1,1,2
321428,Lona,1,1,3,3,2,3,0,0,-1,1,4,8,very_low,never,never,never,never,never,never,never,s3_36_up,2,1,2
321428,Maaike,1,1,3,3,2,3,0,0,-1,3,4,6,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,1,2
321428,Maarten,1,1,3,3,2,3,-1,0,0,3,4,6,very_low,very_low,never,never,never,never,never,never,s3_36_up,1,2,2
321428,Mama R,1,1,3,3,2,3,-2,1,-1,1,4,5,low,low,never,never,never,never,never,never,s3_36_up,2,3,1
321428,Mama V,1,1,3,3,2,3,-2,0,-1,3,4,5,low,low,never,never,never,never,never,never,s3_36_up,2,3,2
