id,Gender,Age,Householdsize,MaritalStatus,Education,Paidwork,Income,Friends,Colleagues,Neighbors,Grandparents,Parents,Siblings,Children,Otherfamilymembers,total_allgroups,Visit,Hosting,Dining,Bar,Cinema,Recreation,Vacation,Shopping,Visit_category,Hosting_category,Dining_category,Bar_category,Cinema_category,Recreation_category,Vacation_category,Shopping_category
321459,1.0,1.0,1.0,1.0,1.0,s3_36_up,3.0,s3_3_5,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s1_0,s2_1_4,16.0,very_high,very_high,very_low,0.0,0.0,low,low,low,4,4,1,,,,,
321460,2.0,4.0,2.0,4.0,1.0,s1_below_8,2.0,s2_2,s1_0,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s1_0,18.0,low,high,very_low,0.00136986301369863,0.00136986301369863,low,low,low,2,3,1,,,,,
321461,2.0,2.0,3.0,4.0,1.0,s2_8_36,2.0,s2_2,s2_1_3,s1_0,s1_0,s1_0,s2_1_2,s1_0,s2_1_4,7.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
321462,2.0,1.0,1.0,1.0,1.0,s1_below_8,2.0,s4_6_up,s3_4_up,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,40.0,low,very_low,high,0.0424657534246575,0.00136986301369863,high,low,high,2,1,3,,,,,
321463,2.0,1.0,2.0,2.0,1.0,s3_36_up,4.0,s3_3_5,s2_1_3,s1_0,s2_1_up,s2_1_up,s2_1_2,s1_0,s1_0,12.0,very_high,high,very_high,0.110958904109589,0.0150684931506849,high,high,high,4,3,4,,,,,
321464,2.0,1.0,2.0,2.0,2.0,s2_8_36,1.0,s3_3_5,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,71.0,high,high,high,0.0,0.0,high,high,high,3,3,3,,,,,
321465,2.0,2.0,2.0,2.0,2.0,s2_8_36,4.0,s3_3_5,s3_4_up,s1_0,s1_0,s1_0,s3_3_up,s1_0,s1_0,12.0,very_low,low,very_high,0.00410958904109589,0.0383561643835616,high,high,high,1,2,4,,,,,
321466,2.0,3.0,1.0,1.0,1.0,s2_8_36,3.0,s3_3_5,s2_1_3,s3_4_up,s1_0,s2_1_up,s2_1_2,s2_1_up,s2_1_4,23.0,very_high,high,high,0.0,0.00136986301369863,high,high,high,4,3,3,,,,,
321468,1.0,3.0,3.0,3.0,1.0,s2_8_36,3.0,s3_3_5,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s1_0,s2_1_4,24.0,low,low,high,0.00273972602739726,0.0,high,low,low,2,2,3,,,,,
321469,2.0,1.0,1.0,1.0,1.0,s1_below_8,2.0,s2_2,s1_0,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,23.0,very_low,low,high,0.0,0.0,low,low,high,1,2,3,,,,,
321471,2.0,1.0,2.0,3.0,1.0,s2_8_36,3.0,s4_6_up,s3_4_up,s2_1_3,s1_0,s1_0,s3_3_up,s1_0,s3_5_up,35.0,high,high,very_high,0.405479452054795,0.0191780821917808,high,high,low,3,3,4,,,,,
321472,2.0,1.0,2.0,2.0,1.0,s2_8_36,2.0,s4_6_up,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s2_1_2,s1_0,s3_5_up,33.0,high,high,low,0.0,0.0,low,low,high,3,3,2,,,,,
321473,2.0,2.0,2.0,2.0,1.0,s1_below_8,1.0,s1_below_2,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,32.0,high,high,high,0.0,0.0,low,high,high,3,3,3,,,,,
321475,1.0,1.0,3.0,3.0,1.0,s3_36_up,4.0,s4_6_up,s3_4_up,s2_1_3,s2_1_up,s1_0,s2_1_2,s2_1_up,s3_5_up,30.0,very_low,very_low,low,0.00136986301369863,0.00821917808219178,high,low,high,1,1,2,,,,,
321477,2.0,3.0,3.0,4.0,1.0,s2_8_36,1.0,s2_2,s2_1_3,s2_1_3,s1_0,s1_0,s2_1_2,s1_0,s3_5_up,17.0,low,high,high,0.0164383561643836,0.0,low,high,high,2,3,3,,,,,
321478,1.0,2.0,3.0,4.0,1.0,s3_36_up,3.0,s4_6_up,s2_1_3,s3_4_up,s1_0,s2_1_up,s2_1_2,s2_1_up,s2_1_4,18.0,very_high,high,high,0.101369863013699,0.0246575342465753,high,high,high,4,3,3,,,,,
321479,2.0,1.0,2.0,2.0,1.0,s3_36_up,3.0,s4_6_up,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,44.0,high,low,high,0.0328767123287671,0.0328767123287671,low,low,low,3,2,3,,,,,
321480,1.0,3.0,3.0,4.0,2.0,s3_36_up,5.0,s2_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,13.0,very_high,very_high,high,0.00136986301369863,0.00821917808219178,high,low,low,4,4,3,,,,,
321481,2.0,3.0,2.0,2.0,1.0,s1_below_8,2.0,s3_3_5,s2_1_3,s2_1_3,s1_0,s1_0,s3_3_up,s2_1_up,s3_5_up,34.0,low,high,high,0.00410958904109589,0.0136986301369863,high,low,high,2,3,3,,,,,
321482,1.0,1.0,3.0,3.0,1.0,s3_36_up,4.0,s4_6_up,s3_4_up,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s3_5_up,82.0,very_high,very_high,very_high,0.0328767123287671,0.0712328767123288,high,high,high,4,4,4,,,,,
321483,2.0,1.0,3.0,3.0,2.0,s2_8_36,2.0,s3_3_5,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,94.0,low,low,very_low,0.0,0.0,low,low,low,2,2,1,,,,,
321484,1.0,4.0,2.0,2.0,2.0,s2_8_36,5.0,s3_3_5,s2_1_3,s2_1_3,s1_0,s1_0,s2_1_2,s2_1_up,s2_1_4,13.0,very_high,high,very_high,0.00136986301369863,0.0342465753424658,high,high,high,4,3,4,,,,,
321485,1.0,1.0,2.0,2.0,1.0,s3_36_up,3.0,s2_2,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,37.0,low,low,low,0.00136986301369863,0.0,low,low,low,2,2,2,,,,,
321486,2.0,3.0,2.0,2.0,1.0,s1_below_8,1.0,s3_3_5,s1_0,s3_4_up,s1_0,s1_0,s1_0,s2_1_up,s1_0,10.0,low,high,low,0.00273972602739726,0.00273972602739726,high,high,low,2,3,2,,,,,
321488,1.0,2.0,3.0,4.0,1.0,s3_36_up,5.0,s1_below_2,s3_4_up,s3_4_up,s2_1_up,s1_0,s1_0,s2_1_up,s2_1_4,18.0,low,low,very_high,0.0,0.0,high,high,high,2,2,4,,,,,
321489,2.0,1.0,2.0,2.0,2.0,s2_8_36,2.0,s3_3_5,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s1_0,s2_1_4,20.0,high,high,low,0.0,0.0,low,low,low,3,3,2,,,,,
321490,2.0,2.0,3.0,3.0,1.0,s2_8_36,2.0,s3_3_5,s3_4_up,s1_0,s1_0,s1_0,s3_3_up,s2_1_up,s1_0,12.0,low,high,low,0.0,0.00821917808219178,high,high,high,2,3,2,,,,,
321491,1.0,3.0,3.0,4.0,1.0,s1_below_8,2.0,s1_below_2,s1_0,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s2_1_4,21.0,low,very_high,very_low,0.0,0.0,low,low,low,2,4,1,,,,,
321492,1.0,1.0,3.0,4.0,2.0,s3_36_up,4.0,s3_3_5,s1_0,s1_0,s1_0,s1_0,s2_1_2,s1_0,s1_0,4.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
321493,2.0,1.0,3.0,2.0,2.0,s2_8_36,4.0,s4_6_up,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,88.0,very_high,very_high,high,0.517808219178082,0.0712328767123288,high,high,high,4,4,3,,,,,
321494,2.0,3.0,3.0,4.0,1.0,s1_below_8,5.0,s3_3_5,s1_0,s2_1_3,s1_0,s1_0,s2_1_2,s2_1_up,s2_1_4,15.0,low,low,high,0.0,0.0,low,low,low,2,2,3,,,,,
321495,2.0,2.0,3.0,3.0,2.0,s2_8_36,1.0,s3_3_5,s1_0,s2_1_3,s1_0,s2_1_up,s3_3_up,s2_1_up,s1_0,18.0,very_low,low,high,0.0,0.0,high,low,low,1,2,3,,,,,
321496,2.0,4.0,2.0,2.0,1.0,s1_below_8,4.0,s3_3_5,s1_0,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s1_0,12.0,high,high,low,0.0,0.00547945205479452,high,high,low,3,3,2,,,,,
321501,2.0,4.0,2.0,2.0,1.0,s1_below_8,2.0,s1_below_2,s1_0,s2_1_3,s1_0,s1_0,s2_1_2,s2_1_up,s2_1_4,5.0,low,low,very_low,0.0,0.0,low,low,low,2,2,1,,,,,
321503,1.0,2.0,3.0,3.0,1.0,s3_36_up,3.0,s4_6_up,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s3_5_up,67.0,very_low,very_low,high,0.0164383561643836,0.00684931506849315,high,high,low,1,1,3,,,,,
321505,2.0,2.0,2.0,2.0,2.0,s2_8_36,5.0,s4_6_up,s1_0,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s3_5_up,19.0,very_low,low,high,0.0,0.010958904109589,high,low,low,1,2,3,,,,,
321506,2.0,1.0,3.0,4.0,2.0,s2_8_36,1.0,s2_2,s3_4_up,s1_0,s2_1_up,s2_1_up,s3_3_up,s1_0,s2_1_4,18.0,very_low,very_low,very_low,0.0,0.0,low,low,high,1,1,1,,,,,
321507,2.0,3.0,2.0,2.0,2.0,s2_8_36,2.0,s3_3_5,s3_4_up,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,73.0,low,low,very_high,0.0205479452054794,0.0273972602739726,high,high,high,2,2,4,,,,,
321509,1.0,3.0,2.0,2.0,1.0,s3_36_up,3.0,s3_3_5,s2_1_3,s1_0,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,11.0,very_high,very_high,very_high,0.0,0.164383561643836,high,high,high,4,4,4,,,,,
321510,2.0,1.0,3.0,4.0,1.0,s2_8_36,3.0,s4_6_up,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s2_1_2,s1_0,s3_5_up,53.0,very_high,high,low,0.00547945205479452,0.00821917808219178,low,low,high,4,3,2,,,,,
321512,2.0,1.0,2.0,2.0,2.0,s3_36_up,4.0,s2_2,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s1_0,s1_0,s3_5_up,17.0,very_high,high,very_high,0.0657534246575342,0.0328767123287671,high,high,high,4,3,4,,,,,
321514,1.0,3.0,2.0,4.0,1.0,s3_36_up,4.0,s1_below_2,s2_1_3,s3_4_up,s1_0,s1_0,s1_0,s1_0,s2_1_4,7.0,very_low,very_low,high,0.0,0.0,high,low,low,1,1,3,,,,,
321515,2.0,2.0,2.0,2.0,1.0,s1_below_8,4.0,s1_below_2,s1_0,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,5.0,low,low,very_low,0.0,0.0,low,low,high,2,2,1,,,,,
321516,2.0,2.0,1.0,1.0,1.0,s2_8_36,2.0,s2_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s2_1_up,s2_1_4,13.0,very_high,very_high,very_high,0.427397260273973,0.00821917808219178,low,low,low,4,4,4,,,,,
321517,2.0,1.0,3.0,3.0,1.0,s2_8_36,3.0,s3_3_5,s2_1_3,s1_0,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s1_0,18.0,high,high,low,0.0232876712328767,0.00958904109589041,high,high,high,3,3,2,,,,,
321518,1.0,3.0,3.0,4.0,1.0,s3_36_up,4.0,s4_6_up,s3_4_up,s2_1_3,s1_0,s1_0,s1_0,s2_1_up,s3_5_up,41.0,very_high,very_high,high,0.0,0.0246575342465753,low,high,high,4,4,3,,,,,
321519,2.0,1.0,1.0,1.0,1.0,s2_8_36,2.0,s3_3_5,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s1_0,s2_1_4,15.0,very_high,very_high,very_high,0.40958904109589,0.0273972602739726,high,high,high,4,4,4,,,,,
321520,1.0,3.0,3.0,4.0,2.0,s3_36_up,5.0,s1_below_2,s2_1_3,s2_1_3,s2_1_up,s1_0,s2_1_2,s2_1_up,s1_0,6.0,very_low,low,low,0.0,0.0,low,low,low,1,2,2,,,,,
321521,1.0,2.0,1.0,1.0,1.0,s1_below_8,2.0,s4_6_up,s3_4_up,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,24.0,high,high,high,0.145205479452055,0.0,low,high,high,3,3,3,,,,,
321523,2.0,4.0,2.0,2.0,1.0,s1_below_8,3.0,s2_2,s2_1_3,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s2_1_4,21.0,very_high,very_high,low,0.00136986301369863,0.00136986301369863,low,low,high,4,4,2,,,,,
321524,2.0,2.0,2.0,2.0,1.0,s3_36_up,4.0,s4_6_up,s3_4_up,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,17.0,very_low,very_low,high,0.0,0.010958904109589,high,low,high,1,1,3,,,,,
321525,1.0,1.0,2.0,2.0,2.0,s3_36_up,5.0,s3_3_5,s3_4_up,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,13.0,very_low,very_low,low,0.271232876712329,0.0273972602739726,high,low,high,1,1,2,,,,,
321528,2.0,3.0,2.0,4.0,2.0,s3_36_up,5.0,s3_3_5,s2_1_3,s1_0,s2_1_up,s2_1_up,s1_0,s2_1_up,s3_5_up,25.0,high,high,very_high,0.00821917808219178,0.00821917808219178,high,low,high,3,3,4,,,,,
321530,1.0,1.0,2.0,2.0,1.0,s3_36_up,4.0,s4_6_up,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,33.0,very_low,low,high,0.172602739726027,0.0,low,high,low,1,2,3,,,,,
321531,2.0,2.0,3.0,4.0,2.0,s2_8_36,3.0,s3_3_5,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s3_5_up,50.0,low,very_low,low,0.00821917808219178,0.00684931506849315,high,high,high,2,1,2,,,,,
321533,2.0,1.0,3.0,4.0,2.0,s1_below_8,1.0,s3_3_5,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,59.0,low,low,high,0.00547945205479452,0.0383561643835616,high,high,high,2,2,3,,,,,
321534,2.0,2.0,3.0,3.0,1.0,s2_8_36,3.0,s1_below_2,s2_1_3,s3_4_up,s1_0,s2_1_up,s3_3_up,s2_1_up,s1_0,17.0,very_high,very_high,very_high,0.0,0.0,low,low,low,4,4,4,,,,,
321536,2.0,1.0,3.0,2.0,2.0,s2_8_36,1.0,s3_3_5,s2_1_3,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,20.0,high,high,high,0.0534246575342466,0.0164383561643836,high,high,high,3,3,3,,,,,
321537,2.0,1.0,1.0,1.0,1.0,s1_below_8,2.0,s1_below_2,s1_0,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,2.0,low,low,low,0.00273972602739726,0.00273972602739726,high,high,high,2,2,2,,,,,
321538,2.0,2.0,1.0,1.0,1.0,s3_36_up,4.0,s3_3_5,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,9.0,very_low,low,low,0.0,0.0,high,low,high,1,2,2,,,,,
321539,1.0,3.0,1.0,1.0,1.0,s1_below_8,3.0,s2_2,s1_0,s2_1_3,s1_0,s2_1_up,s3_3_up,s1_0,s1_0,11.0,low,very_low,very_low,0.0,0.0,low,low,high,2,1,1,,,,,
321540,2.0,3.0,2.0,4.0,1.0,s1_below_8,4.0,s4_6_up,s1_0,s2_1_3,s1_0,s2_1_up,s3_3_up,s2_1_up,s3_5_up,23.0,high,very_high,high,0.0,0.0,high,high,low,3,4,3,,,,,
321541,2.0,3.0,1.0,1.0,2.0,s3_36_up,2.0,s1_below_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,12.0,high,low,high,0.0,0.0,low,low,low,3,2,3,,,,,
321543,1.0,4.0,2.0,2.0,2.0,s1_below_8,4.0,s4_6_up,s1_0,s3_4_up,s1_0,s1_0,s1_0,s2_1_up,s2_1_4,20.0,high,very_high,very_high,0.0,0.0,low,low,low,3,4,4,,,,,
321544,1.0,2.0,2.0,2.0,2.0,s3_36_up,5.0,s2_2,s3_4_up,s1_0,s1_0,s2_1_up,s1_0,s2_1_up,s1_0,11.0,very_low,very_low,very_low,0.00136986301369863,0.00136986301369863,low,low,low,1,1,1,,,,,
321545,1.0,1.0,1.0,1.0,2.0,s3_36_up,4.0,s4_6_up,s3_4_up,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,27.0,low,very_low,low,1.20958904109589,0.0,low,high,low,2,1,2,,,,,
321546,1.0,1.0,3.0,3.0,2.0,s3_36_up,4.0,s4_6_up,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s1_0,s2_1_4,41.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
321549,2.0,3.0,3.0,4.0,1.0,s1_below_8,5.0,s3_3_5,s1_0,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s3_5_up,27.0,high,high,low,0.0,0.00136986301369863,low,high,high,3,3,2,,,,,
321551,2.0,1.0,3.0,4.0,2.0,s2_8_36,1.0,s2_2,s3_4_up,s1_0,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,19.0,high,high,high,0.0136986301369863,0.0150684931506849,high,high,high,3,3,3,,,,,
321552,1.0,1.0,2.0,2.0,1.0,s3_36_up,4.0,s3_3_5,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s1_0,s2_1_4,23.0,very_high,very_high,very_high,0.0,0.0,low,low,low,4,4,4,,,,,
321554,1.0,3.0,1.0,1.0,1.0,s1_below_8,2.0,s4_6_up,s2_1_3,s2_1_3,s1_0,s2_1_up,s3_3_up,s1_0,s2_1_4,22.0,high,high,high,0.0191780821917808,0.0273972602739726,high,high,high,3,3,3,,,,,
321555,2.0,3.0,3.0,4.0,2.0,s2_8_36,3.0,s4_6_up,s3_4_up,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s3_5_up,42.0,very_high,very_high,low,0.0,0.0178082191780822,high,low,high,4,4,2,,,,,
321556,2.0,2.0,3.0,3.0,2.0,s3_36_up,4.0,s4_6_up,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s3_5_up,60.0,very_low,very_low,high,0.0,0.0,low,low,low,1,1,3,,,,,
321557,2.0,3.0,3.0,3.0,2.0,s2_8_36,2.0,s3_3_5,s3_4_up,s2_1_3,s1_0,s2_1_up,s3_3_up,s2_1_up,s3_5_up,33.0,low,high,high,0.0,0.0,low,low,high,2,3,3,,,,,
321558,1.0,2.0,1.0,1.0,1.0,s2_8_36,4.0,s4_6_up,s3_4_up,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s3_5_up,65.0,high,very_low,very_low,0.0,0.00821917808219178,high,low,low,3,1,1,,,,,
321559,1.0,2.0,2.0,2.0,1.0,s3_36_up,5.0,s3_3_5,s2_1_3,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,27.0,low,low,very_high,0.00821917808219178,0.00821917808219178,high,high,high,2,3,4,,,,,
321560,1.0,1.0,1.0,1.0,1.0,s1_below_8,2.0,s3_3_5,s1_0,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,7.0,high,very_low,very_low,0.0,0.0,low,low,low,3,1,1,,,,,
321561,2.0,1.0,2.0,2.0,1.0,s1_below_8,2.0,s4_6_up,s1_0,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s1_0,s2_1_4,23.0,low,low,high,0.0,0.0,low,high,high,2,2,3,,,,,
321563,1.0,2.0,2.0,2.0,1.0,s3_36_up,4.0,s2_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s3_3_up,s1_0,s1_0,9.0,very_low,low,low,0.010958904109589,0.010958904109589,high,high,high,1,2,2,,,,,
321564,1.0,2.0,1.0,1.0,1.0,s3_36_up,4.0,s1_below_2,s2_1_3,s1_0,s1_0,s1_0,s1_0,s2_1_up,s1_0,4.0,very_low,very_low,low,0.0,0.00273972602739726,low,low,high,1,1,2,,,,,
321565,2.0,3.0,2.0,2.0,1.0,s1_below_8,2.0,s1_below_2,s1_0,s2_1_3,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,7.0,very_low,low,very_low,0.0,0.0,low,low,high,1,2,1,,,,,
321566,1.0,1.0,3.0,3.0,2.0,s3_36_up,4.0,s1_below_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s3_3_up,s2_1_up,s3_5_up,18.0,high,high,high,0.0,0.0,high,high,high,3,3,3,,,,,
321567,2.0,1.0,3.0,2.0,2.0,s1_below_8,2.0,s4_6_up,s2_1_3,s1_0,s2_1_up,s2_1_up,s2_1_2,s1_0,s3_5_up,25.0,high,low,low,0.026027397260274,0.0383561643835616,high,low,low,3,2,2,,,,,
321568,1.0,1.0,2.0,2.0,2.0,s3_36_up,4.0,s3_3_5,s3_4_up,s2_1_3,s1_0,s1_0,s2_1_2,s1_0,s3_5_up,32.0,very_high,very_high,very_high,0.0452054794520548,0.0753424657534247,high,high,high,4,4,4,,,,,
321569,2.0,1.0,2.0,2.0,2.0,s2_8_36,3.0,s1_below_2,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s1_0,s1_0,s1_0,6.0,low,low,very_low,0.0,0.0,low,low,low,2,2,1,,,,,
321570,2.0,1.0,2.0,2.0,2.0,s3_36_up,4.0,s4_6_up,s2_1_3,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,31.0,very_high,very_high,very_high,0.0232876712328767,0.0917808219178082,high,high,high,4,4,4,,,,,
321572,1.0,3.0,3.0,4.0,2.0,s3_36_up,5.0,s3_3_5,s1_0,s2_1_3,s1_0,s1_0,s1_0,s2_1_up,s1_0,6.0,high,high,very_high,0.0,0.00821917808219178,high,high,high,3,3,4,,,,,
321573,2.0,2.0,3.0,4.0,1.0,s2_8_36,4.0,s4_6_up,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s3_5_up,67.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
321574,1.0,3.0,1.0,1.0,2.0,s2_8_36,2.0,s3_3_5,s2_1_3,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,12.0,very_low,low,low,0.00547945205479452,0.00547945205479452,high,high,low,1,2,2,,,,,
321575,2.0,1.0,3.0,3.0,1.0,s2_8_36,2.0,s1_below_2,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s1_0,s2_1_up,s3_5_up,31.0,high,low,very_low,0.0,0.0,low,low,low,3,2,1,,,,,
321576,1.0,3.0,3.0,4.0,1.0,s3_36_up,5.0,s3_3_5,s2_1_3,s1_0,s2_1_up,s2_1_up,s1_0,s1_0,s2_1_4,14.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
321577,1.0,2.0,2.0,2.0,1.0,s3_36_up,3.0,s1_below_2,s2_1_3,s3_4_up,s1_0,s2_1_up,s1_0,s1_0,s1_0,10.0,high,low,high,0.00273972602739726,0.00136986301369863,high,low,low,3,2,3,,,,,
321578,2.0,2.0,3.0,4.0,2.0,s2_8_36,3.0,s4_6_up,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s2_1_4,53.0,very_high,very_high,high,0.0,0.0,high,high,high,4,4,3,,,,,
321579,1.0,2.0,3.0,3.0,2.0,s3_36_up,3.0,s4_6_up,s3_4_up,s1_0,s1_0,s2_1_up,s1_0,s1_0,s1_0,17.0,very_high,very_high,high,0.0,0.0,low,high,high,4,4,3,,,,,
321580,2.0,3.0,1.0,1.0,1.0,s1_below_8,3.0,s3_3_5,s1_0,s2_1_3,s1_0,s1_0,s1_0,s1_0,s2_1_4,7.0,low,low,high,0.00821917808219178,0.0178082191780822,high,high,high,2,2,3,,,,,
321581,2.0,3.0,3.0,4.0,1.0,s2_8_36,2.0,s4_6_up,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s2_1_4,32.0,very_high,very_high,low,0.0,0.0,low,low,low,4,4,2,,,,,
321582,1.0,2.0,1.0,1.0,1.0,s1_below_8,2.0,s1_below_2,s1_0,s1_0,s1_0,s2_1_up,s1_0,s1_0,s1_0,3.0,very_low,low,low,0.00273972602739726,0.00273972602739726,high,high,high,1,2,2,,,,,
321583,1.0,3.0,1.0,1.0,1.0,s1_below_8,3.0,s1_below_2,s1_0,s1_0,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,3.0,low,very_low,very_low,0.0,0.0,low,low,low,2,1,1,,,,,
321584,1.0,2.0,3.0,4.0,1.0,s3_36_up,5.0,s2_2,s3_4_up,s3_4_up,s1_0,s2_1_up,s1_0,s2_1_up,s2_1_4,21.0,very_high,very_high,very_high,0.0164383561643836,0.0,high,high,high,4,4,4,,,,,
321585,2.0,3.0,2.0,2.0,1.0,s2_8_36,5.0,s2_2,s3_4_up,s3_4_up,s1_0,s1_0,s2_1_2,s1_0,s3_5_up,28.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
321586,2.0,2.0,3.0,3.0,1.0,s3_36_up,3.0,s2_2,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s3_5_up,46.0,high,high,high,0.0,0.0,low,low,low,3,3,3,,,,,
321588,1.0,3.0,2.0,2.0,2.0,s3_36_up,5.0,s2_2,s3_4_up,s3_4_up,s1_0,s1_0,s2_1_2,s2_1_up,s2_1_4,20.0,high,low,very_high,0.0164383561643836,0.0164383561643836,high,high,high,3,2,4,,,,,
321589,2.0,3.0,2.0,2.0,1.0,s2_8_36,3.0,s2_2,s3_4_up,s2_1_3,s1_0,s2_1_up,s2_1_2,s2_1_up,s2_1_4,15.0,very_high,very_high,very_high,0.00273972602739726,0.00958904109589041,high,high,high,4,4,4,,,,,
321590,1.0,3.0,1.0,1.0,1.0,s1_below_8,2.0,s4_6_up,s1_0,s3_4_up,s1_0,s2_1_up,s2_1_2,s2_1_up,s2_1_4,27.0,high,low,low,1.41506849315068,0.010958904109589,high,high,high,3,3,2,,,,,
321591,2.0,1.0,3.0,4.0,1.0,s2_8_36,2.0,s2_2,s3_4_up,s1_0,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,37.0,very_low,low,low,0.0,0.0,low,low,low,1,2,2,,,,,
321593,1.0,3.0,2.0,2.0,1.0,s2_8_36,4.0,s2_2,s2_1_3,s2_1_3,s1_0,s1_0,s2_1_2,s2_1_up,s2_1_4,12.0,high,very_high,very_high,0.467123287671233,0.347945205479452,high,high,high,3,4,4,,,,,
321594,1.0,3.0,1.0,1.0,2.0,s3_36_up,5.0,s1_below_2,s1_0,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s1_0,6.0,very_low,very_low,low,0.0,0.0,high,high,high,1,1,2,,,,,
321595,1.0,2.0,3.0,3.0,2.0,s3_36_up,4.0,s3_3_5,s2_1_3,s3_4_up,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,14.0,very_high,very_high,very_high,0.0,0.0246575342465753,high,high,high,4,4,4,,,,,
