,id,id_contact,Gender_A,Age_A,Householdsize,MaritalStatus,Education_A,Income,age_diff,edu_diff,gender_diff,duration,distance,socialcategory,visit,receive,dining,bar,cinema,recreation,vacation,shopping,Paidwork
4907,321541,jules,2.0,4.0,1.0,1.0,3.0,2.0,-1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
4908,321541,mieke,2.0,4.0,1.0,1.0,3.0,2.0,-1.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
4909,321541,monique,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0,6.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38
4910,321541,pascal,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0,7.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38
4911,321541,resie,2.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,38
4912,321541,robert,2.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,38
4913,321541,willie,2.0,4.0,1.0,1.0,3.0,2.0,-2.0,1.0,1.0,5.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38
4914,321543,annelies,1.0,5.0,2.0,2.0,3.0,4.0,0.0,1.0,-1.0,4.0,4.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0
4915,321543,barry,1.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,0.0,5.0,7.0,7.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0
4916,321543,els,1.0,5.0,2.0,2.0,3.0,4.0,0.0,2.0,-1.0,4.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4917,321543,henny,1.0,5.0,2.0,2.0,3.0,4.0,1.0,1.0,-1.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4918,321543,jack,1.0,5.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,3.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4919,321543,levine,1.0,5.0,2.0,2.0,3.0,4.0,2.0,0.0,-1.0,5.0,8.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4920,321543,peter,1.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4921,321543,sabine,1.0,5.0,2.0,2.0,3.0,4.0,1.0,0.0,-1.0,3.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4922,321543,sacha,1.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,-1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4923,321543,til,1.0,5.0,2.0,2.0,3.0,4.0,-1.0,2.0,-1.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4924,321543,wessel,1.0,5.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4925,321544,Sjaak,1.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,8.0,1.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,40
4926,321545,D,1.0,2.0,1.0,1.0,3.0,4.0,-1.0,1.0,-1.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,36
4927,321545,Dennis,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,36
4928,321545,Derk,1.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,36
4929,321545,Koen,1.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,36
4930,321545,Lobby,1.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,36
4931,321545,M,1.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,-1.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,36
4932,321545,Nelis,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,36
4933,321545,Nol,1.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,36
4934,321545,Sem,1.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,36
4935,321545,b,1.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,-1.0,4.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,36
4936,321545,babu,1.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,-1.0,4.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4937,321545,bakker,1.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,-1.0,4.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4938,321545,bassie,1.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,36
4939,321545,bonzo,1.0,2.0,1.0,1.0,3.0,4.0,-1.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4940,321545,boon,1.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,36
4941,321545,c,1.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,-1.0,2.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,36
4942,321545,fol,1.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,36
4943,321545,g,1.0,2.0,1.0,1.0,3.0,4.0,-2.0,0.0,-1.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4944,321545,hobs,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,36
4945,321545,jan,1.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36
4946,321545,jong,1.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,-1.0,2.0,6.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4947,321545,m,1.0,2.0,1.0,1.0,3.0,4.0,-1.0,1.0,-1.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4948,321545,niels,1.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,36
4949,321545,thijs,1.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,36
4950,321545,touw,1.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,-1.0,4.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4951,321549,A,2.0,4.0,3.0,4.0,2.0,5.0,1.0,-1.0,1.0,5.0,8.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4952,321549,E,2.0,4.0,3.0,4.0,2.0,5.0,0.0,1.0,0.0,5.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4953,321549,H,2.0,4.0,3.0,4.0,2.0,5.0,-2.0,1.0,0.0,5.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4954,321549,H1,2.0,4.0,3.0,4.0,2.0,5.0,-2.0,1.0,0.0,5.0,8.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4955,321549,J,2.0,4.0,3.0,4.0,2.0,5.0,-0.0,-0.0,0.0,5.0,6.0,5.0,4.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,0
4956,321549,Ja,2.0,4.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,6.0,0
4957,321549,M,2.0,4.0,3.0,4.0,2.0,5.0,2.0,0.0,0.0,5.0,3.0,7.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,0
4958,321549,N,2.0,4.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,5.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4959,321549,N1,2.0,4.0,3.0,4.0,2.0,5.0,-2.0,0.0,0.0,5.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4960,321549,N2,2.0,4.0,3.0,4.0,2.0,5.0,-2.0,0.0,1.0,5.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4961,321549,No1,2.0,4.0,3.0,4.0,2.0,5.0,-2.0,0.0,0.0,5.0,8.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4962,321549,No2,2.0,4.0,3.0,4.0,2.0,5.0,-2.0,0.0,1.0,5.0,8.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4963,321549,P,2.0,4.0,3.0,4.0,2.0,5.0,1.0,-1.0,0.0,5.0,6.0,4.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0
4964,321549,R,2.0,4.0,3.0,4.0,2.0,5.0,0.0,-1.0,1.0,5.0,1.0,1.0,5.0,5.0,7.0,0.0,0.0,0.0,7.0,0.0,0
4965,321549,Ra,2.0,4.0,3.0,4.0,2.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4966,321549,S,2.0,4.0,3.0,4.0,2.0,5.0,-1.0,1.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4967,321549,Vg,2.0,4.0,3.0,4.0,2.0,5.0,-1.0,1.0,0.0,5.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4968,321551,A,2.0,1.0,3.0,4.0,3.0,1.0,-3.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,7.0,32
4969,321551,D,2.0,1.0,3.0,4.0,3.0,1.0,-3.0,1.0,1.0,4.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,32
4970,321551,E,2.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,5.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,32
4971,321551,G,2.0,1.0,3.0,4.0,3.0,1.0,-2.0,1.0,0.0,2.0,6.0,4.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,32
4972,321551,H,2.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,4.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,32
4973,321551,I,2.0,1.0,3.0,4.0,3.0,1.0,-1.0,0.0,0.0,1.0,7.0,2.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,32
4974,321551,J,2.0,1.0,3.0,4.0,3.0,1.0,-2.0,0.0,1.0,3.0,2.0,5.0,3.0,2.0,7.0,8.0,7.0,7.0,7.0,7.0,32
4975,321551,M,2.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,1.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,32
4976,321551,P,2.0,1.0,3.0,4.0,3.0,1.0,-1.0,1.0,0.0,1.0,6.0,2.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,32
4977,321551,R,2.0,1.0,3.0,4.0,3.0,1.0,-4.0,1.0,0.0,4.0,3.0,5.0,3.0,3.0,8.0,8.0,7.0,8.0,7.0,5.0,32
4978,321552,Geo,1.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,8.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4979,321552,Linda,1.0,1.0,2.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,5.0,8.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4980,321552,Mandy,1.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,-1.0,3.0,8.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4981,321552,Ron,1.0,1.0,2.0,2.0,2.0,4.0,-2.0,1.0,0.0,3.0,7.0,2.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,36
4982,321552,Simon,1.0,1.0,2.0,2.0,2.0,4.0,-1.0,-1.0,0.0,4.0,7.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4983,321552,buurman,1.0,1.0,2.0,2.0,2.0,4.0,-1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4984,321552,flor,1.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,8.0,8.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4985,321552,fred,1.0,1.0,2.0,2.0,2.0,4.0,-3.0,0.0,0.0,4.0,8.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4986,321552,henny,1.0,1.0,2.0,2.0,2.0,4.0,-2.0,-1.0,0.0,4.0,8.0,5.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,36
4987,321552,jelle,1.0,1.0,2.0,2.0,2.0,4.0,-6.0,1.0,0.0,4.0,8.0,6.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,36
4988,321552,jors,1.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,8.0,8.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4989,321552,karin,1.0,1.0,2.0,2.0,2.0,4.0,-3.0,0.0,-1.0,4.0,8.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4990,321552,kim,1.0,1.0,2.0,2.0,2.0,4.0,0.0,-1.0,-1.0,4.0,8.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,8.0,0.0,36
4991,321552,mam,1.0,1.0,2.0,2.0,2.0,4.0,-3.0,-1.0,-1.0,5.0,8.0,5.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,36
4992,321552,maria,1.0,1.0,2.0,2.0,2.0,4.0,-3.0,1.0,-1.0,4.0,8.0,5.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4993,321552,oma,1.0,1.0,2.0,2.0,2.0,4.0,-4.0,1.0,-1.0,5.0,8.0,4.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4994,321552,oom,1.0,1.0,2.0,2.0,2.0,4.0,-3.0,1.0,0.0,5.0,8.0,8.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4995,321552,opa,1.0,1.0,2.0,2.0,2.0,4.0,-5.0,-1.0,0.0,5.0,8.0,4.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4996,321552,pap,1.0,1.0,2.0,2.0,2.0,4.0,-3.0,-1.0,0.0,5.0,8.0,5.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,36
4997,321552,tante,1.0,1.0,2.0,2.0,2.0,4.0,-2.0,1.0,-1.0,5.0,8.0,8.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,36
4998,321552,wess,1.0,1.0,2.0,2.0,2.0,4.0,-1.0,0.0,0.0,5.0,8.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,36
4999,321554,Alfons,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5000,321554,Astrid,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,-1.0,5.0,4.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,0
5001,321554,Audrey,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,-1.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5002,321554,Carla,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,-1.0,5.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5003,321554,Daan,1.0,4.0,1.0,1.0,2.0,2.0,-1.0,0.0,0.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
5004,321554,Gawi,1.0,4.0,1.0,1.0,2.0,2.0,-1.0,0.0,0.0,5.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5005,321554,Harmie,1.0,4.0,1.0,1.0,2.0,2.0,-1.0,0.0,-1.0,4.0,1.0,3.0,2.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,0
5006,321554,Latifa,1.0,4.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,4.0,6.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
5007,321554,Loes,1.0,4.0,1.0,1.0,2.0,2.0,-2.0,-1.0,0.0,5.0,1.0,3.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
5008,321554,Ma,1.0,4.0,1.0,1.0,2.0,2.0,-2.0,0.0,-1.0,5.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,0
5009,321554,Madeleine,1.0,4.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,4.0,5.0,2.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,0
5010,321554,Mario,1.0,4.0,1.0,1.0,2.0,2.0,1.0,-1.0,0.0,5.0,9.0,6.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,0
5011,321554,Martin,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
5012,321554,Michelle,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,-1.0,4.0,1.0,3.0,5.0,2.0,6.0,8.0,6.0,5.0,8.0,5.0,0
5013,321554,Monique,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,-1.0,5.0,4.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,0
5014,321554,Paula,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,-1.0,5.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5015,321554,Rene,1.0,4.0,1.0,1.0,2.0,2.0,-1.0,0.0,0.0,5.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5016,321554,Renie,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,-1.0,4.0,4.0,2.0,6.0,5.0,6.0,8.0,8.0,6.0,8.0,5.0,0
5017,321554,Ruud,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5018,321554,Trix,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,-1.0,5.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,6.0,0
5019,321554,Winnie,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,-1.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5020,321554,Yolanda,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,-1.0,5.0,1.0,6.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,0
5021,321555,1,2.0,4.0,3.0,4.0,3.0,3.0,-2.0,2.0,0.0,5.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5022,321555,2,2.0,4.0,3.0,4.0,3.0,3.0,-2.0,2.0,0.0,5.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5023,321555,3,2.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,5.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5024,321555,Aart,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,8.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5025,321555,Bonne,2.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,8.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5026,321555,Elvira,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,0.0,5.0,7.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5027,321555,Henk,2.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,5.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,24
5028,321555,Irma,2.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,5.0,8.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,24
5029,321555,Jelmar,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,5.0,7.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5030,321555,John,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,5.0,8.0,1.0,7.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,24
5031,321555,Merlijn,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5032,321555,Nienke,2.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,5.0,2.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,24
5033,321555,Reimpje,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,0.0,5.0,8.0,1.0,5.0,6.0,0.0,0.0,8.0,0.0,0.0,6.0,24
5034,321555,Tine,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,5.0,8.0,1.0,5.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,24
5035,321555,alwin,2.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,7.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5036,321555,anja,2.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,5.0,8.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5037,321555,bart,2.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,8.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,24
5038,321555,ditte,2.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,5.0,8.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5039,321555,drea,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,5.0,7.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,24
5040,321555,hans,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,5.0,8.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5041,321555,lang,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0,2.0,8.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5042,321555,mirjam,2.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,0.0,4.0,8.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,24
5043,321555,paula,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,5.0,8.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5044,321555,rox,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,5.0,8.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5045,321555,theo,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,5.0,7.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,24
5046,321556,1,2.0,3.0,3.0,3.0,3.0,4.0,-0.0,0.0,0.0,4.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,40
5047,321556,10,2.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40
5048,321556,11,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
5049,321556,12,2.0,3.0,3.0,3.0,3.0,4.0,-0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
5050,321556,13,2.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
5051,321556,14,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,40
5052,321556,15,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
5053,321556,16,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
5054,321556,17,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,40
5055,321556,18,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
5056,321556,19,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
